Word,Start Timecode,End Timecode,Speaker
to,00:16:52:22,00:16:52:33,Speaker1
you,00:16:52:33,00:16:52:42,Speaker1
before,00:16:52:42,00:16:53:01,Speaker1
the,00:16:53:01,00:16:53:09,Speaker1
body,00:16:53:09,00:16:53:27,Speaker1
limit,00:16:53:27,00:16:53:45,Speaker1
has,00:16:53:45,00:16:53:55,Speaker1
been,00:16:53:55,00:16:54:06,Speaker1
reached.,00:16:54:06,00:16:54:46,Speaker1
Our,00:16:54:48,00:16:55:04,Speaker3
bodies,00:16:55:04,00:16:55:31,Speaker3
are,00:16:55:31,00:16:55:38,Speaker3
gone.,00:16:55:38,00:16:56:05,Speaker3
For,00:16:56:25,00:16:56:46,Speaker3
what,00:16:56:46,00:16:56:57,Speaker3
purpose?,00:16:56:57,00:16:57:37,Speaker3
To,00:16:58:43,00:16:58:56,Speaker1
build.,00:16:58:56,00:16:59:34,Speaker1
To,00:17:02:47,00:17:03:14,Speaker1
build,00:17:03:14,00:17:03:45,Speaker1
humanoid,00:17:03:45,00:17:04:24,Speaker1
"robots,",00:17:04:24,00:17:05:27,Speaker1
we,00:17:05:36,00:17:06:07,Speaker1
must,00:17:06:07,00:17:06:43,Speaker1
borrow,00:17:06:43,00:17:07:06,Speaker1
your,00:17:07:08,00:17:07:19,Speaker1
bodies,00:17:07:19,00:17:07:44,Speaker1
long,00:17:07:44,00:17:08:02,Speaker1
enough,00:17:08:02,00:17:08:22,Speaker1
to,00:17:08:22,00:17:08:31,Speaker1
have,00:17:08:31,00:17:08:42,Speaker1
the,00:17:08:42,00:17:08:49,Speaker1
use,00:17:08:49,00:17:09:05,Speaker1
of,00:17:09:05,00:17:09:10,Speaker1
your,00:17:09:10,00:17:09:19,Speaker1
hands.,00:17:09:19,00:17:09:41,Speaker1
Your,00:17:09:41,00:17:09:50,Speaker1
fingers.,00:17:09:50,00:17:10:30,Speaker1
Then,00:17:10:30,00:17:10:53,Speaker3
you,00:17:10:53,00:17:11:04,Speaker3
intend,00:17:11:04,00:17:11:27,Speaker3
to,00:17:11:27,00:17:11:36,Speaker3
construct,00:17:11:36,00:17:12:09,Speaker3
mechanical,00:17:12:09,00:17:12:39,Speaker3
"bodies,",00:17:12:39,00:17:13:33,Speaker3
move,00:17:13:33,00:17:14:11,Speaker3
your,00:17:14:11,00:17:14:25,Speaker3
minds,00:17:14:25,00:17:14:49,Speaker3
into,00:17:14:49,00:17:15:16,Speaker3
"them,",00:17:15:16,00:17:15:50,Speaker3
and,00:17:16:10,00:17:16:28,Speaker3
then,00:17:16:28,00:17:16:40,Speaker3
return,00:17:16:40,00:17:17:00,Speaker3
our,00:17:17:00,00:17:17:09,Speaker3
bodies,00:17:17:09,00:17:17:29,Speaker3
to,00:17:17:29,00:17:17:38,Speaker3
us.,00:17:17:38,00:17:18:07,Speaker3
We,00:17:18:30,00:17:18:39,Speaker5
have,00:17:18:39,00:17:18:52,Speaker5
engineers.,00:17:18:52,00:17:19:28,Speaker5
Technicians?,00:17:19:28,00:17:20:13,Speaker5
Why,00:17:20:13,00:17:20:38,Speaker5
can't,00:17:20:38,00:17:20:56,Speaker5
they,00:17:20:56,00:17:21:12,Speaker5
build,00:17:21:12,00:17:21:32,Speaker5
your,00:17:21:32,00:17:21:41,Speaker5
robots,00:17:21:41,00:17:22:10,Speaker5
for,00:17:22:10,00:17:22:26,Speaker5
you?,00:17:22:26,00:17:22:44,Speaker5
Know,00:17:23:40,00:17:24:12,Speaker1
our,00:17:24:12,00:17:24:25,Speaker1
methods.,00:17:24:25,00:17:25:13,Speaker1
Our,00:17:25:51,00:17:26:16,Speaker1
skills,00:17:26:16,00:17:27:03,Speaker1
are,00:17:27:03,00:17:27:14,Speaker1
far,00:17:27:14,00:17:27:32,Speaker1
beyond,00:17:27:32,00:17:28:13,Speaker1
your,00:17:28:21,00:17:28:51,Speaker1
abilities.,00:17:28:51,00:17:29:52,Speaker1
It,00:17:33:19,00:17:33:28,""
is,00:17:33:28,00:17:33:36,""
time.,00:17:33:36,00:17:34:17,""
Is,00:17:56:52,00:17:57:01,Speaker3
it,00:17:57:01,00:17:57:08,Speaker3
"you,",00:17:57:08,00:17:57:15,Speaker3
John?,00:17:57:15,00:17:57:33,Speaker3
Gurney's,00:18:03:01,00:18:03:32,Speaker3
metabolic,00:18:03:32,00:18:04:03,Speaker3
rate,00:18:04:03,00:18:04:15,Speaker3
is,00:18:04:15,00:18:04:24,Speaker3
back,00:18:04:24,00:18:04:35,Speaker3
to,00:18:04:35,00:18:04:40,Speaker3
normal.,00:18:04:40,00:18:05:13,Speaker3
Captain.,00:18:07:19,00:18:07:46,Speaker3
Do,00:18:08:36,00:18:08:54,Speaker3
you,00:18:08:54,00:18:09:01,Speaker3
know,00:18:09:01,00:18:09:23,Speaker3
what,00:18:09:23,00:18:09:36,Speaker3
happened?,00:18:09:36,00:18:10:17,Speaker3
Do,00:18:10:31,00:18:10:51,Speaker3
you,00:18:10:51,00:18:10:57,Speaker3
remember,00:18:10:57,00:18:11:24,Speaker3
any,00:18:11:24,00:18:11:40,Speaker3
part,00:18:11:40,00:18:11:51,Speaker3
of,00:18:11:51,00:18:11:56,Speaker3
it?,00:18:11:56,00:18:12:09,Speaker3
Yes.,00:18:12:10,00:18:12:45,Speaker1
Sagar,00:18:12:45,00:18:13:19,Speaker1
borrowed,00:18:13:53,00:18:14:27,Speaker1
my,00:18:14:27,00:18:14:52,Speaker1
body.,00:18:14:52,00:18:15:10,Speaker1
I,00:18:15:10,00:18:15:19,Speaker1
was,00:18:15:19,00:18:15:52,Speaker1
floating,00:18:15:52,00:18:16:46,Speaker1
in,00:18:16:46,00:18:17:04,Speaker1
time,00:18:17:04,00:18:17:40,Speaker1
and,00:18:17:40,00:18:18:03,Speaker1
space.,00:18:18:03,00:18:18:54,Speaker1
He,00:18:20:04,00:18:20:09,Speaker3
doesn't,00:18:20:09,00:18:20:27,Speaker3
appear,00:18:20:27,00:18:20:45,Speaker3
to,00:18:20:45,00:18:20:51,Speaker3
be,00:18:20:51,00:18:21:01,Speaker3
harmed,00:18:21:01,00:18:21:27,Speaker3
physically,00:18:21:27,00:18:21:54,Speaker3
anyway.,00:18:21:54,00:18:22:24,Speaker3
Spock.,00:18:23:31,00:18:24:14,Speaker1
I,00:18:25:10,00:18:25:26,Speaker1
remember,00:18:25:26,00:18:26:18,Speaker1
when.,00:18:27:43,00:18:28:35,Speaker1
Sargon,00:18:29:16,00:18:30:01,Speaker1
and,00:18:30:01,00:18:30:08,Speaker1
I,00:18:30:08,00:18:30:19,Speaker1
exchanged,00:18:30:21,00:18:31:00,Speaker1
as,00:18:31:00,00:18:31:11,Speaker1
we,00:18:31:11,00:18:31:25,Speaker1
passed,00:18:31:25,00:18:31:47,Speaker1
each,00:18:31:47,00:18:32:00,Speaker1
other.,00:18:32:00,00:18:32:34,Speaker1
For,00:18:33:39,00:18:34:04,Speaker1
an,00:18:34:04,00:18:34:09,Speaker1
"instant,",00:18:34:09,00:18:34:47,Speaker1
we,00:18:34:47,00:18:35:05,Speaker1
were,00:18:35:05,00:18:35:16,Speaker1
one.,00:18:35:16,00:18:36:03,Speaker1
I,00:18:37:55,00:18:38:12,Speaker1
know,00:18:38:12,00:18:38:22,Speaker1
him,00:18:38:22,00:18:38:30,Speaker1
now.,00:18:38:30,00:18:38:53,Speaker1
I,00:18:40:03,00:18:40:19,Speaker1
know,00:18:40:19,00:18:40:28,Speaker1
what,00:18:40:28,00:18:40:36,Speaker1
he,00:18:40:36,00:18:40:43,Speaker1
is,00:18:40:43,00:18:40:50,Speaker1
and,00:18:40:50,00:18:40:55,Speaker1
what,00:18:40:55,00:18:41:03,Speaker1
he,00:18:41:03,00:18:41:08,Speaker1
"wants,",00:18:41:08,00:18:41:51,Speaker1
and,00:18:42:22,00:18:42:54,Speaker1
I,00:18:42:54,00:18:43:10,Speaker1
don't,00:18:43:10,00:18:43:30,Speaker1
fear,00:18:43:30,00:18:43:52,Speaker1
him.,00:18:43:52,00:18:44:35,Speaker1
That's,00:18:45:28,00:18:45:40,Speaker3
the,00:18:45:40,00:18:45:46,Speaker3
most,00:18:45:46,00:18:46:00,Speaker3
ridiculous,00:18:46:00,00:18:46:40,Speaker3
statement,00:18:46:40,00:18:47:03,Speaker3
I've,00:18:47:03,00:18:47:12,Speaker3
ever,00:18:47:12,00:18:47:25,Speaker3
heard.,00:18:47:25,00:18:47:37,Speaker3
An,00:18:47:37,00:18:47:46,Speaker3
alien,00:18:47:46,00:18:48:10,Speaker3
practically,00:18:48:10,00:18:48:42,Speaker3
hijacks,00:18:48:42,00:18:49:16,Speaker3
your,00:18:49:16,00:18:49:25,Speaker3
body,00:18:49:25,00:18:49:43,Speaker3
and,00:18:49:43,00:18:49:51,Speaker3
then,00:18:49:51,00:18:50:01,Speaker3
corks,00:18:50:01,00:18:50:21,Speaker3
you,00:18:50:21,00:18:50:28,Speaker3
into,00:18:50:28,00:18:50:45,Speaker3
a,00:18:50:45,00:18:50:52,Speaker3
bottle.,00:18:50:52,00:18:51:13,Speaker3
I'm,00:18:51:24,00:18:51:31,Speaker5
afraid,00:18:51:31,00:18:51:48,Speaker5
that,00:18:51:48,00:18:51:55,Speaker5
I,00:18:51:55,00:18:52:04,Speaker5
must,00:18:52:04,00:18:52:18,Speaker5
agree,00:18:52:18,00:18:52:34,Speaker5
with,00:18:52:34,00:18:52:45,Speaker5
doctor,00:18:52:45,00:18:53:03,Speaker5
McCoy.,00:18:53:03,00:18:53:19,Speaker5
You,00:18:53:21,00:18:53:30,Speaker5
could,00:18:53:30,00:18:53:46,Speaker5
be,00:18:53:46,00:18:53:57,Speaker5
suffering,00:18:53:57,00:18:54:21,Speaker5
from,00:18:54:21,00:18:54:35,Speaker5
a,00:18:54:35,00:18:54:49,Speaker5
form,00:18:54:49,00:18:55:09,Speaker5
of,00:18:55:09,00:18:55:33,Speaker5
a,00:18:55:33,00:18:55:45,Speaker5
false,00:18:55:45,00:18:56:03,Speaker5
euphoria.,00:18:56:03,00:18:56:52,Speaker5
Simon.,00:19:00:25,00:19:01:15,Speaker1
I,00:19:01:42,00:19:02:02,Speaker3
understand,00:19:02:02,00:19:02:52,Speaker3
my,00:19:02:52,00:19:03:10,Speaker3
son.,00:19:03:10,00:19:03:46,Speaker3
Go,00:19:04:19,00:19:04:48,Speaker3
to,00:19:04:48,00:19:04:57,Speaker3
your,00:19:04:57,00:19:05:13,Speaker3
vessel.,00:19:05:13,00:19:06:06,Speaker3
All,00:19:06:07,00:19:06:36,Speaker3
who,00:19:06:36,00:19:06:47,Speaker3
are,00:19:06:47,00:19:07:00,Speaker3
involved,00:19:07:00,00:19:07:30,Speaker3
must,00:19:07:30,00:19:07:46,Speaker3
agree,00:19:07:46,00:19:08:04,Speaker3
to,00:19:08:04,00:19:08:12,Speaker3
this.,00:19:08:12,00:19:08:49,Speaker3
After,00:19:08:49,00:19:09:22,Speaker3
all,00:19:09:22,00:19:09:43,Speaker3
these,00:19:09:43,00:19:10:01,Speaker3
"centuries,",00:19:10:01,00:19:10:48,Speaker3
we,00:19:10:48,00:19:11:03,Speaker3
can,00:19:11:03,00:19:11:19,Speaker3
wait,00:19:11:19,00:19:11:39,Speaker3
a,00:19:11:39,00:19:11:44,Speaker3
few,00:19:11:44,00:19:12:00,Speaker3
more,00:19:12:00,00:19:12:18,Speaker3
hours.,00:19:12:18,00:19:12:45,Speaker3
What,00:19:12:54,00:19:13:05,Speaker3
if,00:19:13:05,00:19:13:14,Speaker3
we,00:19:13:14,00:19:13:21,Speaker3
should,00:19:13:21,00:19:13:36,Speaker3
decide,00:19:13:36,00:19:13:59,Speaker3
against,00:19:13:59,00:19:14:24,Speaker3
you?,00:19:14:24,00:19:14:55,Speaker3
Then,00:19:15:02,00:19:15:22,Speaker3
you,00:19:15:22,00:19:15:31,Speaker3
may,00:19:15:31,00:19:15:43,Speaker3
go,00:19:15:43,00:19:16:05,Speaker3
as,00:19:16:05,00:19:16:16,Speaker3
freely,00:19:16:16,00:19:16:36,Speaker3
as,00:19:16:36,00:19:16:45,Speaker3
you,00:19:16:45,00:19:16:54,Speaker3
came.,00:19:16:54,00:19:17:30,Speaker3
Are,00:19:17:31,00:19:17:40,Speaker3
you,00:19:17:40,00:19:17:44,Speaker3
going,00:19:17:44,00:19:18:00,Speaker3
to?,00:19:18:00,00:19:18:18,Speaker3
What?,00:19:18:20,00:19:19:14,Speaker1
Are,00:19:21:07,00:19:21:15,Speaker1
they,00:19:21:15,00:19:21:24,Speaker1
all,00:19:21:24,00:19:21:34,Speaker1
right,00:19:21:34,00:19:21:49,Speaker1
in,00:19:21:49,00:19:21:54,Speaker1
the,00:19:21:54,00:19:22:01,Speaker1
"head,",00:19:22:01,00:19:22:16,Speaker1
doctor?,00:19:22:16,00:19:22:46,Speaker1
No,00:19:22:48,00:19:23:17,Speaker1
comment.,00:19:23:17,00:19:23:40,Speaker1
A,00:19:23:42,00:19:23:48,Speaker1
simple,00:19:23:48,00:19:24:04,Speaker1
"transference,",00:19:24:04,00:19:24:52,Speaker1
their,00:19:24:52,00:19:25:10,Speaker1
minds,00:19:25:10,00:19:25:28,Speaker1
and,00:19:25:28,00:19:25:37,Speaker1
ours.,00:19:25:37,00:19:26:17,Speaker1
Quite,00:19:26:17,00:19:26:40,Speaker3
simple.,00:19:26:40,00:19:27:09,Speaker3
Happens,00:19:27:18,00:19:27:42,Speaker1
every,00:19:27:42,00:19:27:52,Speaker1
day.,00:19:27:52,00:19:28:03,Speaker1
"Scotty,",00:19:28:05,00:19:28:28,Speaker1
I,00:19:28:28,00:19:28:39,Speaker1
need,00:19:28:39,00:19:28:52,Speaker1
your,00:19:28:52,00:19:29:04,Speaker1
approval,00:19:29:04,00:19:29:30,Speaker1
"too,",00:19:29:30,00:19:29:58,Speaker1
since,00:19:29:58,00:19:30:20,Speaker1
you'll,00:19:30:20,00:19:30:31,Speaker1
be,00:19:30:31,00:19:30:36,Speaker1
working,00:19:30:36,00:19:30:58,Speaker1
with,00:19:30:58,00:19:31:09,Speaker1
"them,",00:19:31:09,00:19:31:18,Speaker1
furnishing,00:19:31:18,00:19:31:43,Speaker1
them,00:19:31:43,00:19:31:50,Speaker1
with,00:19:31:50,00:19:31:57,Speaker1
all,00:19:31:57,00:19:32:08,Speaker1
they,00:19:32:08,00:19:32:15,Speaker1
need,00:19:32:15,00:19:32:30,Speaker1
to,00:19:32:30,00:19:32:37,Speaker1
make,00:19:32:37,00:19:32:53,Speaker1
the,00:19:32:53,00:19:33:18,Speaker1
Android,00:19:33:18,00:19:33:52,Speaker1
robots.,00:19:33:52,00:19:34:41,Speaker1
You,00:19:34:48,00:19:34:57,Speaker1
won't,00:19:34:57,00:19:35:06,Speaker1
be,00:19:35:06,00:19:35:12,Speaker1
working,00:19:35:12,00:19:35:22,Speaker1
with,00:19:35:22,00:19:35:28,Speaker1
them.,00:19:35:28,00:19:35:35,Speaker1
You'll,00:19:35:35,00:19:35:44,Speaker1
be,00:19:35:44,00:19:35:49,Speaker1
working,00:19:35:49,00:19:36:02,Speaker1
with,00:19:36:02,00:19:36:11,Speaker1
us.,00:19:36:11,00:19:36:29,Speaker1
Our,00:19:36:29,00:19:36:42,Speaker1
bodies.,00:19:36:42,00:19:37:00,Speaker1
They'll,00:19:37:00,00:19:37:12,Speaker1
be,00:19:37:12,00:19:37:36,Speaker1
inside,00:19:37:36,00:19:38:13,Speaker1
us.,00:19:38:13,00:19:38:24,Speaker1
And,00:19:38:24,00:19:38:39,Speaker1
we'll,00:19:38:39,00:19:39:02,Speaker1
be.,00:19:39:02,00:19:39:24,Speaker1
It,00:19:39:24,00:19:39:31,Speaker3
all,00:19:39:31,00:19:39:43,Speaker3
seems,00:19:39:43,00:19:39:58,Speaker3
rather,00:19:39:58,00:19:40:14,Speaker3
indecent,00:19:40:14,00:19:40:39,Speaker3
to,00:19:40:39,00:19:40:45,Speaker3
me.,00:19:40:45,00:19:41:22,Speaker3
I'm,00:19:41:31,00:19:41:44,Speaker5
not,00:19:41:44,00:19:41:57,Speaker5
so,00:19:41:57,00:19:42:09,Speaker5
certain,00:19:42:09,00:19:42:25,Speaker5
of,00:19:42:25,00:19:42:33,Speaker5
"that,",00:19:42:33,00:19:42:43,Speaker5
doctor.,00:19:42:43,00:19:43:23,Speaker5
It,00:19:44:03,00:19:44:21,Speaker5
is,00:19:44:21,00:19:44:37,Speaker5
scientifically,00:19:44:37,00:19:45:24,Speaker5
fascinating.,00:19:45:24,00:19:46:21,Speaker5
Once,00:19:46:46,00:19:47:19,Speaker3
inside,00:19:47:19,00:19:47:53,Speaker3
their,00:19:47:53,00:19:48:20,Speaker3
mechanical,00:19:48:20,00:19:49:00,Speaker3
bodies.,00:19:49:00,00:19:49:36,Speaker3
Engineer.,00:19:49:36,00:19:50:21,Speaker3
They,00:19:50:48,00:19:51:13,Speaker3
can,00:19:51:13,00:19:51:25,Speaker3
leave,00:19:51:25,00:19:51:40,Speaker3
this,00:19:51:40,00:19:51:51,Speaker3
"planet,",00:19:51:51,00:19:52:30,Speaker3
travel,00:19:52:32,00:19:53:06,Speaker3
back,00:19:53:06,00:19:53:22,Speaker3
with,00:19:53:22,00:19:53:33,Speaker3
us.,00:19:53:33,00:19:54:09,Speaker3
With,00:19:54:09,00:19:54:36,Speaker3
their,00:19:54:36,00:19:54:47,Speaker3
"knowledge,",00:19:54:47,00:19:55:19,Speaker3
mankind,00:19:55:19,00:19:55:59,Speaker3
could,00:19:56:01,00:19:56:12,Speaker3
leap,00:19:56:12,00:19:56:24,Speaker3
ahead,00:19:56:24,00:19:56:44,Speaker3
"10,000",00:19:56:44,00:19:57:24,Speaker3
"years,",00:19:57:24,00:19:57:42,Speaker3
bones.,00:19:57:42,00:19:58:00,Speaker3
They'll,00:19:58:00,00:19:58:12,Speaker1
show,00:19:58:12,00:19:58:25,Speaker1
us,00:19:58:25,00:19:58:36,Speaker1
medical,00:19:58:36,00:19:59:04,Speaker1
advances.,00:19:59:04,00:19:59:39,Speaker1
Miracles,00:19:59:39,00:20:00:07,Speaker1
you,00:20:00:07,00:20:00:15,Speaker1
never,00:20:00:15,00:20:00:25,Speaker1
dreamed,00:20:00:25,00:20:00:45,Speaker1
"possible,",00:20:00:45,00:20:01:23,Speaker1
Scotty.,00:20:01:23,00:20:01:52,Speaker1
Engineering,00:20:01:52,00:20:02:26,Speaker1
advances,00:20:02:26,00:20:03:00,Speaker1
vessels,00:20:03:00,00:20:03:29,Speaker1
this,00:20:03:29,00:20:03:43,Speaker1
size,00:20:03:43,00:20:04:18,Speaker1
with,00:20:04:27,00:20:04:50,Speaker1
engines,00:20:04:50,00:20:05:19,Speaker1
the,00:20:05:19,00:20:05:26,Speaker1
size,00:20:05:26,00:20:05:53,Speaker1
of,00:20:05:53,00:20:06:27,Speaker1
walnuts.,00:20:06:27,00:20:07:43,Speaker1
Oh.,00:20:08:15,00:20:08:33,Speaker1
You're,00:20:08:35,00:20:08:58,Speaker1
joking.,00:20:08:58,00:20:09:54,Speaker1
No,00:20:09:54,00:20:10:36,Speaker3
he's,00:20:11:03,00:20:11:17,Speaker3
not.,00:20:11:17,00:20:11:42,Speaker3
There,00:20:11:44,00:20:12:02,Speaker3
are,00:20:12:02,00:20:12:07,Speaker3
"giants,",00:20:12:07,00:20:12:36,Speaker3
and,00:20:12:36,00:20:12:43,Speaker3
we're,00:20:12:43,00:20:12:56,Speaker3
insects,00:20:12:56,00:20:13:30,Speaker3
beside,00:20:13:30,00:20:13:54,Speaker3
them.,00:20:13:54,00:20:14:17,Speaker3
They,00:20:14:17,00:20:14:35,Speaker3
could,00:20:14:35,00:20:14:44,Speaker3
destroy,00:20:14:44,00:20:15:16,Speaker3
us,00:20:15:16,00:20:15:27,Speaker3
without,00:20:15:27,00:20:15:47,Speaker3
meaning,00:20:15:47,00:20:16:07,Speaker3
to.,00:20:16:09,00:20:16:46,Speaker3
And,00:20:16:52,00:20:17:03,Speaker3
all,00:20:17:03,00:20:17:15,Speaker3
he,00:20:17:15,00:20:17:26,Speaker3
wants,00:20:17:26,00:20:17:49,Speaker3
is,00:20:17:49,00:20:18:00,Speaker3
the,00:20:18:00,00:20:18:06,Speaker3
body,00:20:18:06,00:20:18:25,Speaker3
of,00:20:18:25,00:20:18:33,Speaker3
our,00:20:18:33,00:20:18:45,Speaker3
captain,00:20:18:45,00:20:19:30,Speaker3
and,00:20:19:57,00:20:20:13,Speaker3
our,00:20:20:13,00:20:20:26,Speaker3
second,00:20:20:26,00:20:20:48,Speaker3
in,00:20:20:48,00:20:20:57,Speaker3
command,00:20:20:57,00:20:21:25,Speaker3
to.,00:20:21:25,00:20:22:01,Speaker3
Coincidence,00:20:23:12,00:20:24:15,Speaker1
they,00:20:24:15,00:20:24:57,Speaker1
selected,00:20:24:57,00:20:25:25,Speaker1
us,00:20:25:25,00:20:25:38,Speaker1
as,00:20:25:38,00:20:25:47,Speaker1
the,00:20:25:47,00:20:25:52,Speaker1
most,00:20:25:52,00:20:26:05,Speaker1
compatible,00:20:26:05,00:20:26:37,Speaker1
bodies.,00:20:26:37,00:20:27:19,Speaker1
What's,00:20:28:49,00:20:29:10,Speaker3
your,00:20:29:10,00:20:29:19,Speaker3
attitude,00:20:29:19,00:20:29:41,Speaker3
on,00:20:29:41,00:20:29:48,Speaker3
"that,",00:20:29:48,00:20:29:57,Speaker3
doctor?,00:20:29:57,00:20:30:31,Speaker3
"Well,",00:20:33:03,00:20:33:16,Speaker5
if,00:20:33:16,00:20:33:46,Speaker5
we,00:20:34:26,00:20:34:49,Speaker5
all,00:20:34:49,00:20:35:00,Speaker5
"agree,",00:20:35:00,00:20:35:51,Speaker5
I'm,00:20:37:19,00:20:38:02,Speaker5
willing,00:20:38:02,00:20:38:31,Speaker5
to,00:20:38:31,00:20:38:42,Speaker5
host,00:20:38:42,00:20:39:05,Speaker5
the,00:20:39:05,00:20:39:14,Speaker5
"laces,",00:20:39:14,00:20:39:41,Speaker5
mind.,00:20:39:41,00:20:40:24,Speaker5
I'm,00:20:42:36,00:20:42:47,Speaker5
a,00:20:42:47,00:20:42:51,Speaker5
scientist.,00:20:42:51,00:20:43:52,Speaker5
The,00:20:44:46,00:20:44:57,Speaker5
opportunity,00:20:44:57,00:20:45:42,Speaker5
is,00:20:45:42,00:20:45:58,Speaker5
is,00:20:45:58,00:20:46:10,Speaker5
an,00:20:46:10,00:20:46:18,Speaker5
extraordinary,00:20:46:18,00:20:47:04,Speaker5
one,00:20:47:04,00:20:47:22,Speaker5
for,00:20:47:22,00:20:48:07,Speaker5
experimentation.,00:20:48:25,00:20:49:55,Speaker5
Observation.,00:20:50:03,00:20:51:09,Speaker5
A,00:20:51:54,00:20:52:10,Speaker1
starship,00:20:52:10,00:20:52:50,Speaker1
engine,00:20:52:50,00:20:53:15,Speaker1
the,00:20:53:15,00:20:53:30,Speaker1
size,00:20:53:30,00:20:53:58,Speaker1
of,00:20:53:58,00:20:54:07,Speaker1
a,00:20:54:07,00:20:54:16,Speaker1
walnut.,00:20:54:16,00:20:55:05,Speaker1
That's,00:20:55:23,00:20:55:41,Speaker1
impossible.,00:20:55:41,00:20:57:25,Speaker1
But,00:20:57:25,00:20:58:14,Speaker1
I,00:20:58:45,00:20:58:59,Speaker1
don't,00:20:58:59,00:20:59:12,Speaker1
suppose,00:20:59:12,00:20:59:31,Speaker1
there'd,00:20:59:31,00:20:59:44,Speaker1
be,00:20:59:46,00:20:59:53,Speaker1
any,00:20:59:53,00:21:00:11,Speaker1
harm,00:21:00:11,00:21:00:31,Speaker1
in,00:21:00:31,00:21:00:56,Speaker1
looking,00:21:00:58,00:21:01:25,Speaker1
over,00:21:01:25,00:21:01:45,Speaker1
diagrams,00:21:01:45,00:21:02:21,Speaker1
on,00:21:02:21,00:21:02:31,Speaker1
it.,00:21:02:31,00:21:02:49,Speaker1
"Well,",00:21:05:15,00:21:05:33,Speaker1
you,00:21:06:55,00:21:07:10,Speaker1
could,00:21:07:10,00:21:07:21,Speaker1
stop,00:21:07:21,00:21:07:37,Speaker1
all,00:21:07:37,00:21:07:46,Speaker1
this,00:21:07:46,00:21:07:55,Speaker1
by,00:21:07:55,00:21:08:04,Speaker1
saying,00:21:08:04,00:21:08:18,Speaker1
no.,00:21:08:18,00:21:08:43,Speaker1
That's,00:21:10:53,00:21:11:15,Speaker1
why,00:21:11:15,00:21:11:27,Speaker1
I,00:21:11:27,00:21:11:34,Speaker1
called,00:21:11:34,00:21:11:45,Speaker1
you,00:21:11:45,00:21:11:52,Speaker1
all,00:21:11:52,00:21:12:00,Speaker1
here,00:21:12:00,00:21:12:09,Speaker1
together.,00:21:12:09,00:21:12:43,Speaker1
We'll,00:21:15:36,00:21:16:06,Speaker1
all,00:21:16:06,00:21:16:22,Speaker1
be,00:21:16:22,00:21:16:37,Speaker1
deeply,00:21:16:37,00:21:17:07,Speaker1
involved.,00:21:17:07,00:21:17:54,Speaker1
It,00:21:17:54,00:21:18:10,Speaker1
must,00:21:18:10,00:21:18:30,Speaker1
be,00:21:18:30,00:21:18:43,Speaker1
unanimous.,00:21:18:43,00:21:19:35,Speaker1
"Well,",00:21:20:24,00:21:20:31,Speaker3
"then,",00:21:20:31,00:21:20:42,Speaker3
I,00:21:20:42,00:21:20:56,Speaker3
still,00:21:20:56,00:21:21:12,Speaker3
want,00:21:21:12,00:21:21:23,Speaker3
one,00:21:21:23,00:21:21:36,Speaker3
question,00:21:21:36,00:21:22:03,Speaker3
answered,00:21:22:03,00:21:22:19,Speaker3
to,00:21:22:19,00:21:22:24,Speaker3
my,00:21:22:24,00:21:22:35,Speaker3
satisfaction.,00:21:22:35,00:21:23:33,Speaker3
Why,00:21:24:37,00:21:25:31,Speaker3
not,00:21:26:43,00:21:26:54,Speaker3
a,00:21:26:54,00:21:26:58,Speaker3
list,00:21:26:58,00:21:27:10,Speaker3
of,00:21:27:10,00:21:27:18,Speaker3
possible,00:21:27:18,00:21:27:45,Speaker3
"miracles,",00:21:27:45,00:21:28:39,Speaker3
but,00:21:28:57,00:21:29:20,Speaker3
a,00:21:29:20,00:21:29:33,Speaker3
"simple,",00:21:29:33,00:21:30:10,Speaker3
"basic,",00:21:30:10,00:21:30:54,Speaker3
understandable,00:21:30:54,00:21:31:46,Speaker3
why,00:21:31:46,00:21:32:31,Speaker3
that,00:21:32:45,00:21:33:09,Speaker3
overrides,00:21:33:09,00:21:33:43,Speaker3
all,00:21:33:43,00:21:33:55,Speaker3
danger.,00:21:33:55,00:21:34:33,Speaker3
And,00:21:34:40,00:21:35:04,Speaker3
let's,00:21:35:04,00:21:35:18,Speaker3
not,00:21:35:18,00:21:35:33,Speaker3
kid,00:21:35:33,00:21:35:45,Speaker3
ourselves,00:21:35:45,00:21:36:23,Speaker3
if,00:21:36:23,00:21:36:32,Speaker3
there,00:21:36:32,00:21:36:46,Speaker3
is,00:21:36:46,00:21:37:01,Speaker3
no,00:21:37:01,00:21:37:22,Speaker3
potential,00:21:37:22,00:21:37:58,Speaker3
danger,00:21:37:58,00:21:38:29,Speaker3
in,00:21:38:29,00:21:38:38,Speaker3
this.,00:21:38:38,00:21:39:12,Speaker3
They,00:21:42:13,00:21:42:22,Speaker1
used,00:21:42:22,00:21:42:31,Speaker1
to,00:21:42:31,00:21:42:36,Speaker1
"say,",00:21:42:36,00:21:42:49,Speaker1
if,00:21:42:49,00:21:43:01,Speaker1
man,00:21:43:01,00:21:43:21,Speaker1
could,00:21:43:21,00:21:43:32,Speaker1
"fly,",00:21:43:32,00:21:43:57,Speaker1
he'd,00:21:43:57,00:21:44:06,Speaker1
have,00:21:44:06,00:21:44:15,Speaker1
wings.,00:21:44:15,00:21:44:51,Speaker1
